FlightDate,Reporting_Airline,OriginAirportSeqID,OriginState,DepDelayMinutes,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay
2/4/23,9E,1295304,NY,0,0,,0,,
2/11/23,9E,1295304,NY,0,0,,0,,
2/18/23,9E,1295304,NY,0,0,,0,,
2/25/23,9E,1295304,NY,0,0,,0,,
2/1/23,9E,1295304,NY,27,0,,0,21,0
2/2/23,9E,1295304,NY,0,0,,0,,
2/3/23,9E,1295304,NY,656,0,,0,0,0
2/5/23,9E,1295304,NY,0,0,,0,,
2/6/23,9E,1295304,NY,0,0,,0,,
2/7/23,9E,1295304,NY,0,0,,0,,
2/8/23,9E,1295304,NY,0,0,,0,,
2/9/23,9E,1295304,NY,0,0,,0,,
2/10/23,9E,1295304,NY,0,0,,0,,
2/12/23,9E,1295304,NY,21,0,,0,21,0
2/13/23,9E,1295304,NY,0,0,,0,,
2/14/23,9E,1295304,NY,0,0,,0,,
2/15/23,9E,1295304,NY,0,0,,0,,
2/16/23,9E,1295304,NY,0,0,,0,,
2/17/23,9E,1295304,NY,136,0,,0,0,0
2/19/23,9E,1295304,NY,0,0,,0,,
2/20/23,9E,1295304,NY,0,0,,0,,
2/21/23,9E,1295304,NY,22,0,,0,,
2/22/23,9E,1295304,NY,,1,B,0,,
2/23/23,9E,1295304,NY,0,0,,0,,
2/24/23,9E,1295304,NY,75,0,,0,0,0
2/26/23,9E,1295304,NY,0,0,,0,,
2/27/23,9E,1295304,NY,,1,B,0,,
2/28/23,9E,1295304,NY,41,0,,0,15,0
2/11/23,9E,1295304,NY,0,0,,0,,
2/18/23,9E,1295304,NY,0,0,,0,,
2/25/23,9E,1295304,NY,0,0,,0,,
2/1/23,9E,1247805,NY,0,0,,0,,
2/2/23,9E,1247805,NY,0,0,,0,,
2/3/23,9E,1247805,NY,0,0,,0,,
2/4/23,9E,1247805,NY,0,0,,0,,
2/5/23,9E,1247805,NY,0,0,,0,0,0
2/6/23,9E,1247805,NY,0,0,,0,,
2/7/23,9E,1247805,NY,0,0,,0,0,0
2/8/23,9E,1247805,NY,0,0,,0,,
2/9/23,9E,1247805,NY,0,0,,0,,
2/10/23,9E,1247805,NY,0,0,,0,,
2/11/23,9E,1247805,NY,0,0,,0,,
2/12/23,9E,1247805,NY,0,0,,0,,
2/13/23,9E,1247805,NY,0,0,,0,,
2/14/23,9E,1247805,NY,0,0,,0,,
2/15/23,9E,1247805,NY,0,0,,0,,
2/16/23,9E,1247805,NY,0,0,,0,,
2/17/23,9E,1247805,NY,0,0,,0,,
2/18/23,9E,1247805,NY,0,0,,0,,
2/19/23,9E,1247805,NY,0,0,,0,,
2/20/23,9E,1247805,NY,0,0,,0,,
2/21/23,9E,1247805,NY,6,0,,0,,
2/22/23,9E,1247805,NY,0,0,,0,,
2/23/23,9E,1247805,NY,0,0,,0,,
2/24/23,9E,1247805,NY,0,0,,0,,
2/25/23,9E,1247805,NY,0,0,,0,,
2/26/23,9E,1247805,NY,0,0,,0,,
2/27/23,9E,1247805,NY,69,0,,0,0,47
2/28/23,9E,1247805,NY,0,0,,0,,
2/6/23,9E,1295304,NY,0,0,,0,,
2/7/23,9E,1295304,NY,12,0,,0,,
2/8/23,9E,1295304,NY,0,0,,0,,
2/9/23,9E,1295304,NY,0,0,,0,,
2/10/23,9E,1295304,NY,0,0,,0,,
2/13/23,9E,1295304,NY,0,0,,0,,
2/14/23,9E,1295304,NY,0,0,,0,,
2/15/23,9E,1295304,NY,0,0,,0,,
2/16/23,9E,1295304,NY,0,0,,0,,
2/17/23,9E,1295304,NY,0,0,,0,,
2/20/23,9E,1295304,NY,0,0,,0,,
2/21/23,9E,1295304,NY,0,0,,0,,
2/22/23,9E,1295304,NY,0,0,,0,,
2/23/23,9E,1295304,NY,0,0,,0,,
2/24/23,9E,1295304,NY,17,0,,0,17,0
2/27/23,9E,1295304,NY,0,0,,0,,
2/28/23,9E,1295304,NY,,1,B,0,,
2/1/23,9E,1247805,NY,93,0,,0,0,0
2/2/23,9E,1247805,NY,0,0,,0,,
2/3/23,9E,1247805,NY,0,0,,0,,
2/4/23,9E,1247805,NY,26,0,,0,0,0
2/5/23,9E,1247805,NY,0,0,,0,,
2/6/23,9E,1247805,NY,0,0,,0,,
2/7/23,9E,1247805,NY,0,0,,0,,
2/8/23,9E,1247805,NY,0,0,,0,,
2/9/23,9E,1247805,NY,0,0,,0,,
2/10/23,9E,1247805,NY,0,0,,0,,
2/11/23,9E,1247805,NY,0,0,,0,,
2/12/23,9E,1247805,NY,0,0,,0,,
2/13/23,9E,1247805,NY,0,0,,0,,
2/14/23,9E,1247805,NY,0,0,,0,,
2/15/23,9E,1247805,NY,0,0,,0,,
2/16/23,9E,1247805,NY,17,0,,0,,
2/17/23,9E,1247805,NY,2,0,,0,,
2/18/23,9E,1247805,NY,0,0,,0,,
2/19/23,9E,1247805,NY,0,0,,0,,
2/20/23,9E,1247805,NY,0,0,,0,,
2/21/23,9E,1247805,NY,0,0,,0,,
2/22/23,9E,1247805,NY,0,0,,0,,
2/23/23,9E,1247805,NY,0,0,,0,,
2/24/23,9E,1247805,NY,0,0,,0,,
2/25/23,9E,1247805,NY,0,0,,0,,
2/26/23,9E,1247805,NY,0,0,,0,,
2/27/23,9E,1247805,NY,83,0,,0,0,83
2/28/23,9E,1247805,NY,0,0,,0,,
2/1/23,9E,1295304,NY,39,0,,0,0,0
2/2/23,9E,1295304,NY,0,0,,0,,
2/3/23,9E,1295304,NY,0,0,,0,,
2/6/23,9E,1247805,NY,0,0,,0,,
2/7/23,9E,1247805,NY,0,0,,0,,
2/8/23,9E,1247805,NY,0,0,,0,,
2/9/23,9E,1247805,NY,0,0,,0,,
2/10/23,9E,1247805,NY,0,0,,0,0,0
2/11/23,9E,1247805,NY,0,0,,0,,
2/12/23,9E,1247805,NY,0,0,,0,,
2/13/23,9E,1247805,NY,13,0,,0,13,0
2/14/23,9E,1247805,NY,0,0,,0,,
2/15/23,9E,1247805,NY,0,0,,0,,
2/16/23,9E,1247805,NY,0,0,,0,,
2/17/23,9E,1247805,NY,6,0,,0,,
2/18/23,9E,1247805,NY,0,0,,0,,
2/19/23,9E,1247805,NY,4,0,,0,,
2/20/23,9E,1247805,NY,0,0,,0,,
2/21/23,9E,1247805,NY,0,0,,0,,
2/22/23,9E,1247805,NY,0,0,,0,,
2/23/23,9E,1247805,NY,0,0,,0,,
2/24/23,9E,1247805,NY,0,0,,0,,
2/25/23,9E,1247805,NY,0,0,,0,,
2/26/23,9E,1247805,NY,3,0,,0,,
2/27/23,9E,1247805,NY,31,0,,0,0,6
2/28/23,9E,1247805,NY,0,0,,0,,
2/1/23,9E,1058102,ME,0,0,,0,,
2/2/23,9E,1058102,ME,0,0,,0,,
2/3/23,9E,1058102,ME,0,0,,0,,
2/4/23,9E,1058102,ME,,1,B,0,,
2/6/23,9E,1058102,ME,0,0,,0,,
2/7/23,9E,1058102,ME,0,0,,0,,
2/8/23,9E,1058102,ME,1,0,,0,,
2/9/23,9E,1058102,ME,0,0,,0,,
2/10/23,9E,1058102,ME,0,0,,0,0,0
2/11/23,9E,1058102,ME,11,0,,0,,
2/13/23,9E,1058102,ME,0,0,,0,,
2/14/23,9E,1058102,ME,0,0,,0,,
2/15/23,9E,1058102,ME,0,0,,0,,
2/16/23,9E,1058102,ME,0,0,,0,,
2/17/23,9E,1058102,ME,0,0,,0,,
2/18/23,9E,1058102,ME,0,0,,0,,
2/20/23,9E,1058102,ME,0,0,,0,,
2/21/23,9E,1058102,ME,0,0,,0,,
2/22/23,9E,1058102,ME,0,0,,0,,
2/23/23,9E,1058102,ME,0,0,,0,,
2/24/23,9E,1058102,ME,0,0,,0,0,0
2/25/23,9E,1058102,ME,0,0,,0,,
2/27/23,9E,1058102,ME,0,0,,0,,
2/28/23,9E,1058102,ME,,1,B,0,,
2/5/23,9E,1295304,NY,0,0,,0,,
2/12/23,9E,1295304,NY,0,0,,0,,
2/19/23,9E,1295304,NY,0,0,,0,,
2/26/23,9E,1295304,NY,0,0,,0,,
2/6/23,9E,1412202,PA,0,0,,0,,
2/7/23,9E,1412202,PA,0,0,,0,,
2/8/23,9E,1412202,PA,0,0,,0,,
2/9/23,9E,1412202,PA,0,0,,0,,
2/10/23,9E,1412202,PA,0,0,,0,,
2/11/23,9E,1412202,PA,0,0,,0,,
2/12/23,9E,1412202,PA,0,0,,0,,
2/13/23,9E,1412202,PA,0,0,,0,,
2/14/23,9E,1412202,PA,0,0,,0,,
2/15/23,9E,1412202,PA,0,0,,0,,
2/16/23,9E,1412202,PA,0,0,,0,,
2/17/23,9E,1412202,PA,0,0,,0,,
2/18/23,9E,1412202,PA,0,0,,0,,
2/19/23,9E,1412202,PA,0,0,,0,,
2/20/23,9E,1412202,PA,16,0,,0,,
2/21/23,9E,1412202,PA,0,0,,0,,
2/22/23,9E,1412202,PA,0,0,,0,,
2/23/23,9E,1412202,PA,0,0,,0,,
2/24/23,9E,1412202,PA,0,0,,0,,
2/25/23,9E,1412202,PA,6,0,,0,,
2/26/23,9E,1412202,PA,0,0,,0,0,0
2/27/23,9E,1412202,PA,0,0,,0,,
2/28/23,9E,1412202,PA,,1,B,0,,
2/1/23,9E,1247805,NY,0,0,,0,,
2/2/23,9E,1247805,NY,0,0,,0,,
2/3/23,9E,1247805,NY,0,0,,0,,
2/4/23,9E,1247805,NY,8,0,,0,,
2/5/23,9E,1247805,NY,0,0,,0,,
2/6/23,9E,1247805,NY,0,0,,0,,
2/7/23,9E,1247805,NY,0,0,,0,,
2/8/23,9E,1247805,NY,0,0,,0,,
2/9/23,9E,1247805,NY,72,0,,0,0,0
2/10/23,9E,1247805,NY,2,0,,0,,
2/11/23,9E,1247805,NY,0,0,,0,,
2/12/23,9E,1247805,NY,0,0,,0,,
2/13/23,9E,1247805,NY,0,0,,0,,
2/14/23,9E,1247805,NY,0,0,,0,,
2/15/23,9E,1247805,NY,0,0,,0,,
2/16/23,9E,1247805,NY,0,0,,0,,
2/17/23,9E,1247805,NY,3,0,,0,,
2/18/23,9E,1247805,NY,5,0,,0,,
2/19/23,9E,1247805,NY,0,0,,0,,
2/20/23,9E,1247805,NY,0,0,,0,,
2/21/23,9E,1247805,NY,13,0,,0,,
2/22/23,9E,1247805,NY,1,0,,0,,
2/23/23,9E,1247805,NY,0,0,,0,,
2/24/23,9E,1247805,NY,0,0,,0,,
2/25/23,9E,1247805,NY,0,0,,0,,
2/26/23,9E,1247805,NY,33,0,,0,,
2/27/23,9E,1247805,NY,9,0,,0,,
2/28/23,9E,1247805,NY,0,0,,0,,
2/1/23,9E,1295304,NY,0,0,,0,0,0
2/2/23,9E,1295304,NY,0,0,,0,,
2/3/23,9E,1295304,NY,0,0,,0,,
2/6/23,9E,1295304,NY,0,0,,0,,
2/7/23,9E,1295304,NY,0,0,,0,,
2/8/23,9E,1295304,NY,0,0,,0,,
2/9/23,9E,1295304,NY,0,0,,0,,
2/10/23,9E,1295304,NY,0,0,,0,,
2/13/23,9E,1295304,NY,0,0,,0,,
2/14/23,9E,1295304,NY,0,0,,0,,
2/15/23,9E,1295304,NY,0,0,,0,,
2/16/23,9E,1295304,NY,0,0,,0,,
2/17/23,9E,1295304,NY,0,0,,0,,
2/20/23,9E,1295304,NY,0,0,,0,,
2/21/23,9E,1295304,NY,1,0,,0,,
2/22/23,9E,1295304,NY,0,0,,0,,
2/23/23,9E,1295304,NY,0,0,,0,,
2/24/23,9E,1295304,NY,0,0,,0,,
2/27/23,9E,1295304,NY,0,0,,0,,
2/28/23,9E,1295304,NY,,1,B,0,,
2/1/23,9E,1247805,NY,25,0,,0,25,0
2/2/23,9E,1247805,NY,0,0,,0,,
2/3/23,9E,1247805,NY,0,0,,0,,
2/4/23,9E,1247805,NY,1,0,,0,,
2/5/23,9E,1247805,NY,0,0,,0,,
2/1/23,9E,1295304,NY,109,0,,0,0,0
2/2/23,9E,1295304,NY,0,0,,0,,
2/3/23,9E,1295304,NY,103,0,,0,43,0
2/4/23,9E,1295304,NY,0,0,,0,,
2/5/23,9E,1295304,NY,0,0,,0,,
2/6/23,9E,1295304,NY,0,0,,0,,
2/7/23,9E,1295304,NY,0,0,,0,,
2/8/23,9E,1295304,NY,0,0,,0,,
2/9/23,9E,1295304,NY,0,0,,0,,
2/10/23,9E,1295304,NY,0,0,,0,,
2/11/23,9E,1295304,NY,0,0,,0,,
2/12/23,9E,1295304,NY,0,0,,0,,
2/13/23,9E,1295304,NY,0,0,,0,,
2/14/23,9E,1295304,NY,0,0,,0,,
2/15/23,9E,1295304,NY,0,0,,0,,
2/16/23,9E,1295304,NY,3,0,,0,,
2/17/23,9E,1295304,NY,830,0,,0,395,0
2/18/23,9E,1295304,NY,0,0,,0,,
2/19/23,9E,1295304,NY,0,0,,0,,
2/20/23,9E,1295304,NY,0,0,,0,,
2/21/23,9E,1295304,NY,0,0,,0,,
2/22/23,9E,1295304,NY,0,0,,0,0,0
2/23/23,9E,1295304,NY,0,0,,0,,
2/24/23,9E,1295304,NY,45,0,,0,1,0
2/25/23,9E,1295304,NY,33,0,,0,,
2/26/23,9E,1295304,NY,0,0,,0,,
2/27/23,9E,1295304,NY,,1,B,0,,
2/28/23,9E,1295304,NY,8,0,,0,,
2/4/23,9E,1295304,NY,0,0,,0,,
2/11/23,9E,1295304,NY,0,0,,0,,
2/18/23,9E,1295304,NY,0,0,,0,,
2/25/23,9E,1295304,NY,0,0,,0,,
2/1/23,9E,1295304,NY,136,0,,0,0,0
2/2/23,9E,1295304,NY,0,0,,0,,
2/3/23,9E,1295304,NY,176,0,,0,34,0
2/5/23,9E,1295304,NY,0,0,,0,,
2/6/23,9E,1295304,NY,0,0,,0,,
2/7/23,9E,1295304,NY,0,0,,0,,
2/8/23,9E,1295304,NY,0,0,,0,,
2/9/23,9E,1295304,NY,0,0,,0,,
2/10/23,9E,1295304,NY,0,0,,0,,
2/12/23,9E,1295304,NY,0,0,,0,,
2/13/23,9E,1295304,NY,0,0,,0,,
2/14/23,9E,1295304,NY,0,0,,0,,
2/15/23,9E,1295304,NY,0,0,,0,,
2/16/23,9E,1295304,NY,0,0,,0,,
2/17/23,9E,1295304,NY,149,0,,0,1,0
2/19/23,9E,1295304,NY,0,0,,0,0,0
2/20/23,9E,1295304,NY,0,0,,0,,
2/21/23,9E,1295304,NY,73,0,,0,0,0
2/22/23,9E,1295304,NY,,1,B,0,,
2/23/23,9E,1295304,NY,0,0,,0,,
2/24/23,9E,1295304,NY,67,0,,0,0,0
2/26/23,9E,1295304,NY,0,0,,0,,
2/27/23,9E,1295304,NY,,1,B,0,,
2/28/23,9E,1295304,NY,4,0,,0,,
2/1/23,9E,1295304,NY,0,0,,0,0,0
2/2/23,9E,1295304,NY,0,0,,0,,
2/3/23,9E,1295304,NY,0,0,,0,,
2/5/23,9E,1295304,NY,0,0,,0,,
2/6/23,9E,1295304,NY,0,0,,0,,
2/7/23,9E,1295304,NY,0,0,,0,,
2/8/23,9E,1295304,NY,0,0,,0,,
2/9/23,9E,1295304,NY,0,0,,0,,
2/10/23,9E,1295304,NY,0,0,,0,,
2/12/23,9E,1295304,NY,10,0,,0,,
2/13/23,9E,1295304,NY,0,0,,0,,
2/14/23,9E,1295304,NY,0,0,,0,,
2/15/23,9E,1295304,NY,0,0,,0,,
2/16/23,9E,1295304,NY,50,0,,0,44,0
2/17/23,9E,1295304,NY,0,0,,0,,
2/19/23,9E,1295304,NY,0,0,,0,,
2/20/23,9E,1295304,NY,0,0,,0,,
2/21/23,9E,1295304,NY,0,0,,0,0,0
2/22/23,9E,1295304,NY,,1,B,0,,
2/23/23,9E,1295304,NY,66,0,,0,10,0
2/24/23,9E,1295304,NY,0,0,,0,0,0
2/26/23,9E,1295304,NY,0,0,,0,,
2/27/23,9E,1295304,NY,0,0,,0,,
2/28/23,9E,1295304,NY,0,0,,0,,
2/11/23,9E,1295304,NY,0,0,,0,,
2/18/23,9E,1295304,NY,0,0,,0,,
2/25/23,9E,1295304,NY,36,0,,0,,
2/1/23,9E,1295304,NY,0,0,,0,,
2/2/23,9E,1295304,NY,0,0,,0,,
2/3/23,9E,1295304,NY,0,0,,0,,
2/6/23,9E,1295304,NY,0,0,,0,,
2/7/23,9E,1295304,NY,10,0,,0,,
2/8/23,9E,1295304,NY,0,0,,0,,
2/9/23,9E,1295304,NY,0,0,,0,,
2/10/23,9E,1295304,NY,0,0,,0,,
2/13/23,9E,1295304,NY,0,0,,0,,
2/14/23,9E,1295304,NY,0,0,,0,,
2/15/23,9E,1295304,NY,0,0,,1,,
2/16/23,9E,1295304,NY,0,0,,0,,
2/17/23,9E,1295304,NY,0,0,,0,,
2/20/23,9E,1295304,NY,35,0,,0,21,0
2/21/23,9E,1295304,NY,0,0,,0,,
2/22/23,9E,1295304,NY,0,0,,0,,
2/23/23,9E,1295304,NY,0,0,,0,,
2/24/23,9E,1295304,NY,0,0,,0,,
2/27/23,9E,1295304,NY,0,0,,0,,
2/28/23,9E,1295304,NY,,1,B,0,,
2/1/23,9E,1412202,PA,16,0,,0,0,0
2/2/23,9E,1412202,PA,0,0,,0,,
2/3/23,9E,1412202,PA,0,0,,0,0,0
2/6/23,9E,1412202,PA,0,0,,0,,
2/7/23,9E,1412202,PA,0,0,,0,,
2/8/23,9E,1412202,PA,0,0,,0,,
2/9/23,9E,1412202,PA,0,0,,0,,
2/10/23,9E,1412202,PA,0,0,,0,,
2/13/23,9E,1412202,PA,0,0,,0,,
2/14/23,9E,1412202,PA,0,0,,0,,
2/15/23,9E,1412202,PA,17,0,,0,,
2/16/23,9E,1412202,PA,0,0,,0,,
2/17/23,9E,1412202,PA,23,0,,0,0,0
2/20/23,9E,1412202,PA,1,0,,0,,
2/21/23,9E,1412202,PA,15,0,,0,,
2/22/23,9E,1412202,PA,5,0,,0,,
2/23/23,9E,1412202,PA,0,0,,0,,
2/24/23,9E,1412202,PA,129,0,,0,0,0
2/27/23,9E,1412202,PA,0,0,,0,,
2/28/23,9E,1412202,PA,,1,B,0,,
2/1/23,9E,1247805,NY,0,0,,0,,
2/2/23,9E,1247805,NY,0,0,,0,0,0
2/3/23,9E,1247805,NY,0,0,,0,,
2/4/23,9E,1247805,NY,0,0,,0,0,0
2/5/23,9E,1247805,NY,0,0,,0,0,0
2/6/23,9E,1247805,NY,0,0,,0,,
2/7/23,9E,1247805,NY,0,0,,0,,
2/8/23,9E,1247805,NY,0,0,,0,,
2/9/23,9E,1247805,NY,0,0,,0,,
2/10/23,9E,1247805,NY,0,0,,0,,
2/11/23,9E,1247805,NY,0,0,,0,0,0
2/12/23,9E,1247805,NY,11,0,,0,,
2/13/23,9E,1247805,NY,0,0,,0,,
2/14/23,9E,1247805,NY,0,0,,0,,
2/15/23,9E,1247805,NY,9,0,,0,,
2/16/23,9E,1247805,NY,0,0,,0,,
2/17/23,9E,1247805,NY,14,0,,0,11,0
2/18/23,9E,1247805,NY,0,0,,0,,
2/19/23,9E,1247805,NY,0,0,,0,,
2/20/23,9E,1247805,NY,0,0,,0,,
2/21/23,9E,1247805,NY,0,0,,0,,
2/22/23,9E,1247805,NY,0,0,,0,,
2/23/23,9E,1247805,NY,0,0,,0,,
2/24/23,9E,1247805,NY,0,0,,0,,
2/25/23,9E,1247805,NY,0,0,,0,,
2/26/23,9E,1247805,NY,0,0,,0,,
2/27/23,9E,1247805,NY,138,0,,0,0,138
2/28/23,9E,1247805,NY,14,0,,0,,
2/1/23,9E,1295304,NY,0,0,,0,,
2/2/23,9E,1295304,NY,0,0,,0,,
2/3/23,9E,1295304,NY,0,0,,0,,
2/4/23,9E,1295304,NY,160,0,,0,0,0
2/5/23,9E,1295304,NY,0,0,,0,,
2/6/23,9E,1295304,NY,0,0,,0,,
2/7/23,9E,1295304,NY,0,0,,0,,
2/8/23,9E,1295304,NY,0,0,,0,,
2/9/23,9E,1295304,NY,0,0,,0,,
2/10/23,9E,1295304,NY,0,0,,0,,
2/11/23,9E,1295304,NY,0,0,,0,,
2/12/23,9E,1295304,NY,0,0,,0,,
2/13/23,9E,1295304,NY,0,0,,0,,
2/14/23,9E,1295304,NY,0,0,,0,,
2/15/23,9E,1295304,NY,0,0,,0,,
2/16/23,9E,1295304,NY,17,0,,0,,
2/17/23,9E,1295304,NY,193,0,,0,0,0
2/18/23,9E,1295304,NY,38,0,,0,22,0
2/19/23,9E,1295304,NY,0,0,,0,,
2/20/23,9E,1295304,NY,0,0,,0,,
2/21/23,9E,1295304,NY,6,0,,0,,
2/22/23,9E,1295304,NY,0,0,,0,0,0
2/23/23,9E,1295304,NY,18,0,,0,,
2/24/23,9E,1295304,NY,101,0,,0,0,0
2/25/23,9E,1295304,NY,0,0,,0,,
2/26/23,9E,1295304,NY,0,0,,0,,
2/27/23,9E,1295304,NY,,1,B,0,,
2/28/23,9E,1295304,NY,30,0,,0,0,0
2/1/23,9E,1295304,NY,2,0,,0,,
2/2/23,9E,1295304,NY,0,0,,0,,
2/3/23,9E,1295304,NY,9,0,,0,,
2/5/23,9E,1295304,NY,0,0,,0,,
2/6/23,9E,1295304,NY,0,0,,0,,
2/7/23,9E,1295304,NY,0,0,,0,,
2/8/23,9E,1295304,NY,0,0,,0,,
2/9/23,9E,1295304,NY,0,0,,0,,
2/10/23,9E,1295304,NY,0,0,,0,,
2/12/23,9E,1295304,NY,0,0,,0,,
2/13/23,9E,1295304,NY,24,0,,0,,
2/14/23,9E,1295304,NY,0,0,,0,,
2/15/23,9E,1295304,NY,0,0,,0,,
2/16/23,9E,1295304,NY,0,0,,0,,
2/17/23,9E,1295304,NY,12,0,,0,,
2/19/23,9E,1295304,NY,0,0,,0,,
2/20/23,9E,1295304,NY,0,0,,0,,
2/21/23,9E,1295304,NY,45,0,,0,0,0
2/22/23,9E,1295304,NY,11,0,,0,11,0
2/23/23,9E,1295304,NY,0,0,,0,,
2/24/23,9E,1295304,NY,68,0,,0,0,0
2/26/23,9E,1295304,NY,0,0,,0,,
2/27/23,9E,1295304,NY,,1,B,0,,
2/28/23,9E,1295304,NY,37,0,,0,12,0
2/1/23,9E,1247805,NY,0,0,,0,,
2/2/23,9E,1247805,NY,4,0,,0,0,0
2/3/23,9E,1247805,NY,0,0,,0,,
2/4/23,9E,1247805,NY,0,0,,0,,
2/5/23,9E,1247805,NY,9,0,,0,,
2/6/23,9E,1247805,NY,0,0,,0,,
2/7/23,9E,1247805,NY,6,0,,0,,
2/8/23,9E,1247805,NY,0,0,,0,,
2/9/23,9E,1247805,NY,0,0,,0,,
2/10/23,9E,1247805,NY,0,0,,0,,
2/11/23,9E,1247805,NY,0,0,,0,,
2/12/23,9E,1247805,NY,0,0,,0,,
2/13/23,9E,1247805,NY,0,0,,0,,
2/14/23,9E,1247805,NY,0,0,,0,,
2/15/23,9E,1247805,NY,156,0,,0,156,0
2/16/23,9E,1247805,NY,10,0,,0,,
2/17/23,9E,1247805,NY,0,0,,0,,
2/18/23,9E,1247805,NY,8,0,,0,,
2/19/23,9E,1247805,NY,0,0,,0,,
2/20/23,9E,1247805,NY,0,0,,0,,
2/21/23,9E,1247805,NY,10,0,,0,0,0
2/22/23,9E,1247805,NY,0,0,,0,,
2/23/23,9E,1247805,NY,0,0,,0,,
2/24/23,9E,1247805,NY,34,0,,0,0,0
2/25/23,9E,1247805,NY,17,0,,0,17,0
2/26/23,9E,1247805,NY,1,0,,0,,
2/27/23,9E,1247805,NY,0,0,,0,,
2/28/23,9E,1247805,NY,54,0,,0,29,0
2/1/23,9E,1247805,NY,30,0,,0,0,0
2/2/23,9E,1247805,NY,0,0,,0,,
2/3/23,9E,1247805,NY,0,0,,0,,
2/4/23,9E,1247805,NY,8,0,,0,,
2/5/23,9E,1247805,NY,0,0,,0,,
2/6/23,9E,1247805,NY,69,0,,0,26,0
2/7/23,9E,1247805,NY,30,0,,0,,
2/8/23,9E,1247805,NY,2,0,,0,,
2/9/23,9E,1247805,NY,0,0,,0,,
2/10/23,9E,1247805,NY,0,0,,0,,
2/11/23,9E,1247805,NY,0,0,,0,,
2/12/23,9E,1247805,NY,2,0,,0,,
2/13/23,9E,1247805,NY,14,0,,0,,
2/14/23,9E,1247805,NY,12,0,,0,,
2/15/23,9E,1247805,NY,0,0,,0,,
2/16/23,9E,1247805,NY,0,0,,0,,
2/17/23,9E,1247805,NY,0,0,,0,,
2/18/23,9E,1247805,NY,4,0,,0,,
2/19/23,9E,1247805,NY,8,0,,0,,
2/20/23,9E,1247805,NY,0,0,,0,,
2/21/23,9E,1247805,NY,38,0,,0,28,0
2/22/23,9E,1247805,NY,4,0,,0,,
2/23/23,9E,1247805,NY,3,0,,0,,
2/24/23,9E,1247805,NY,0,0,,0,,
2/25/23,9E,1247805,NY,0,0,,0,,
2/26/23,9E,1247805,NY,18,0,,0,,
2/27/23,9E,1247805,NY,0,0,,0,,
2/28/23,9E,1247805,NY,0,0,,0,,
2/1/23,9E,1471105,PA,0,0,,0,,
2/2/23,9E,1471105,PA,0,0,,0,,
2/3/23,9E,1471105,PA,0,0,,0,,
2/6/23,9E,1471105,PA,0,0,,0,,
2/7/23,9E,1471105,PA,0,0,,0,,
2/8/23,9E,1471105,PA,0,0,,0,,
2/9/23,9E,1471105,PA,0,0,,0,,
2/10/23,9E,1471105,PA,0,0,,0,,
2/13/23,9E,1471105,PA,0,0,,0,,
2/14/23,9E,1471105,PA,0,0,,0,,
2/15/23,9E,1471105,PA,0,0,,0,,
2/16/23,9E,1471105,PA,0,0,,0,,
2/17/23,9E,1471105,PA,0,0,,0,,
2/20/23,9E,1471105,PA,0,0,,0,,
2/21/23,9E,1471105,PA,0,0,,0,,
2/22/23,9E,1471105,PA,0,0,,0,,
2/23/23,9E,1471105,PA,0,0,,0,,
2/24/23,9E,1471105,PA,96,0,,0,87,0
2/27/23,9E,1471105,PA,0,0,,0,,
2/28/23,9E,1471105,PA,,1,B,0,,
2/1/23,9E,1295304,NY,119,0,,0,85,0
2/2/23,9E,1295304,NY,0,0,,0,,
2/3/23,9E,1295304,NY,23,0,,0,0,0
2/5/23,9E,1295304,NY,0,0,,0,,
2/6/23,9E,1295304,NY,0,0,,0,,
2/7/23,9E,1295304,NY,0,0,,0,,
2/8/23,9E,1295304,NY,0,0,,0,,
2/9/23,9E,1295304,NY,0,0,,0,,
2/10/23,9E,1295304,NY,44,0,,0,34,0
2/12/23,9E,1295304,NY,0,0,,0,,
2/13/23,9E,1295304,NY,0,0,,0,,
2/14/23,9E,1295304,NY,0,0,,0,,
2/15/23,9E,1295304,NY,0,0,,0,,
2/16/23,9E,1295304,NY,6,0,,0,,
2/17/23,9E,1295304,NY,28,0,,0,0,0
2/19/23,9E,1295304,NY,0,0,,0,,
2/20/23,9E,1295304,NY,0,0,,0,,
2/21/23,9E,1295304,NY,2,0,,0,,
2/22/23,9E,1295304,NY,0,0,,0,,
2/23/23,9E,1295304,NY,9,0,,0,,
2/24/23,9E,1295304,NY,101,0,,0,0,0
2/26/23,9E,1295304,NY,0,0,,0,,
2/27/23,9E,1295304,NY,0,0,,0,,
2/28/23,9E,1295304,NY,0,0,,0,,
2/1/23,9E,1295304,NY,58,0,,0,8,0
2/2/23,9E,1295304,NY,0,0,,0,,
2/3/23,9E,1295304,NY,0,0,,0,,
2/5/23,9E,1295304,NY,0,0,,0,,
2/6/23,9E,1295304,NY,0,0,,0,,
2/7/23,9E,1295304,NY,0,0,,0,,
2/8/23,9E,1295304,NY,0,0,,0,,
2/9/23,9E,1295304,NY,0,0,,0,,
2/10/23,9E,1295304,NY,0,0,,0,,
2/12/23,9E,1295304,NY,0,0,,0,,
2/13/23,9E,1295304,NY,0,0,,0,,
2/14/23,9E,1295304,NY,0,0,,0,,
2/15/23,9E,1295304,NY,0,0,,0,,
